npi_row_index,pecos_row_indices
16763,"[3837, 3737]"
16769,[3211]
16770,[3042]
16775,"[3735, 3306]"
16783,"[2061, 3126]"
16785,[2273]
16789,"[2501, 2131]"
16800,[2343]
16801,"[1926, 3021]"
16804,[586]
16819,"[3485, 3564]"
16830,[1411]
16835,"[665, 3977, 878, 360, 446, 1795, 2638, 419, 3383, 2634]"
16839,"[3461, 7245, 4150]"
16842,[1600]
16843,[2189]
16850,[3189]
16851,[2678]
16863,"[3341, 2692]"
16868,[3010]
16869,[549]
16904,"[3077, 1045]"
16906,[2524]
16916,[293]
16924,"[2608, 632]"
16934,[2446]
16943,[2848]
16949,[383]
16958,[1937]
16960,[3737]
16963,[2617]
16969,[1877]
16976,"[93, 2858, 143]"
16983,"[4949, 3650, 2330, 1415, 9852, 1796]"
16990,[7394]
17001,"[2930, 2243]"
17002,"[2468, 1971, 2946, 3070, 1743]"
17005,[1317]
17006,[612]
17012,[2781]
17018,"[2168, 5871, 4076]"
17022,[3480]
17024,[2427]
17035,[3065]
17036,[611]
17050,[2191]
17053,"[406, 1263]"
17061,[3720]
17064,[3203]
17067,"[3042, 3638, 2691]"
17077,[4303]
17085,[3495]
17092,[3737]
17093,"[835, 876, 778, 964]"
17113,[1020]
17125,[1746]
17138,[2742]
17148,[1984]
17153,"[2098, 2417, 2590, 1303, 3561]"
17154,"[3055, 3120]"
17157,"[2922, 2831]"
17183,[188]
17189,[2718]
17192,[2782]
17207,"[1914, 245]"
17213,[1184]
17214,"[1336, 2132, 845]"
17217,"[1558, 3854]"
17219,"[245, 1256]"
17237,[1571]
17243,[3271]
17251,[1588]
17261,[4765]
17263,[4981]
17269,[1676]
17272,[2510]
17279,[2834]
17282,[6893]
17288,[9129]
17294,[2022]
17296,[598]
17297,[3804]
17300,"[1067, 2821]"
17303,"[105, 1195]"
17311,[1019]
17317,"[3443, 2685]"
17322,[1886]
17329,[1828]
17344,[122]
17347,"[3804, 2873]"
17352,[3436]
17353,"[2076, 1737]"
17354,"[2536, 3047]"
17355,[1353]
17374,"[1305, 724, 2042]"
17380,[408]
17381,"[1492, 1666, 744]"
17385,"[608, 2230, 464]"
17394,[7585]
17402,"[118, 7379, 2731, 2925, 881, 2938, 899, 3538, 1042, 317, 9175]"
17404,[1608]
17414,[2120]
17416,[320]
17417,[1206]
17440,"[1375, 3235, 3380]"
17443,[2044]
17453,[1823]
17466,[885]
17503,"[1472, 3386, 9439]"
17514,[224]
17516,[3843]
17555,[457]
17561,[3084]
17565,[707]
17615,"[1372, 2125]"
17622,"[1613, 1113]"
17623,[2017]
17625,[2385]
17634,[8289]
17655,[2077]
17656,[3322]
17678,[3400]
17680,"[732, 1462]"
17684,[5069]
17686,"[1154, 1235]"
17688,[1313]
17689,"[1126, 2776]"
17690,[235]
17694,[3079]
17698,"[2000, 2311]"
17715,[1996]
17718,[277]
17726,[2640]
17729,[1174]
17754,[3332]
17768,[1708]
17789,"[3254, 2267]"
17793,"[2317, 481]"
17822,[2644]
17823,[2932]
17824,[2735]
17829,[2868]
17851,[2933]
17852,[2364]
17860,[144]
17878,[1509]
17880,[2908]
17881,[1565]
17933,[3838]
17936,[252]
17939,[1328]
17946,[907]
17960,[2844]
17962,"[1308, 1077, 2680, 7059]"
17963,[6293]
17965,[3013]
17996,[3780]
17998,[2176]
18011,"[3724, 4981]"
18017,[460]
18036,[3788]
18039,[350]
18057,[2161]
18076,"[590, 3439]"
18097,[7997]
18106,"[1597, 681, 9207]"
18115,"[2765, 3616, 2021, 2929, 713]"
18122,"[3612, 3023]"
18126,[2490]
18128,[204]
18159,"[2902, 2232]"
18160,[2673]
18162,[3651]
18199,[3206]
18203,[1095]
18212,[148]
18213,[1276]
18227,[39]
18238,"[210, 177, 1750]"
18243,[2291]
18247,"[2226, 1559]"
18249,[3829]
18263,[1094]
18266,"[51, 272, 3201, 1896, 3684]"
18267,[1347]
18275,[178]
18278,[5641]
18282,"[311, 310, 3318, 2952, 400]"
18293,[2666]
18295,[385]
18298,[234]
18301,[4561]
18306,"[3565, 895, 881, 3338, 789, 1226, 3512, 2761, 3808, 355, 2764, 1042, 317, 2925, 9175, 899, 1741, 2731]"
18308,[480]
18310,[2055]
18321,[1831]
18337,"[2045, 766, 3011, 1360, 1111]"
18342,[2918]
18343,"[2897, 455]"
18348,[1997]
18350,"[1614, 3648, 1951, 3127]"
18356,"[2663, 482, 377]"
18363,"[507, 784, 2750]"
18376,"[981, 3082]"
18386,[3240]
18387,[529]
18389,"[2361, 1350]"
18393,"[3463, 2995, 3339]"
18417,[2746]
18421,[1192]
18429,"[2829, 3856]"
18430,[3610]
18434,"[3695, 791, 1261]"
18441,"[4573, 4150]"
18449,[3952]
18453,"[2420, 3733]"
18454,[3369]
18458,[3051]
18462,[3782]
18464,"[1309, 2052]"
18466,[281]
18468,"[254, 3402]"
18476,"[1692, 2986]"
18479,[3450]
18500,[2277]
18501,[1970]
18505,[770]
18509,"[8559, 131]"
18511,[491]
18513,"[1064, 1344]"
18529,"[2388, 17, 3486]"
18530,"[2228, 2027]"
18534,"[3965, 422]"
18535,[3385]
18541,"[2454, 2613]"
18545,"[3700, 2926]"
18549,"[47, 1888, 1925, 2686]"
18551,"[1369, 2041, 3102]"
18553,"[3381, 3807]"
18560,[1236]
18581,"[3524, 5]"
18610,"[3277, 1672]"
18611,[28]
18612,"[3300, 3752]"
18616,"[857, 2574, 3091]"
18617,[365]
18618,"[8142, 9419]"
18620,[1066]
18635,"[2576, 4395, 5120]"
18647,[2542]
18651,[1965]
18655,[2580]
18668,"[855, 2758]"
18703,[3186]
18706,[3469]
18713,[3708]
18714,[9726]
18716,[2979]
18728,[468]
18734,[933]
18739,[1986]
18744,[3953]
18749,[3496]
18778,"[87, 322]"
18812,[2412]
18816,"[1282, 189]"
18822,[4981]
18829,[23]
18841,[2865]
18849,[3970]
18850,"[1390, 831, 2950]"
18853,[2759]
18854,[3291]
18856,[2223]
18857,"[606, 1589]"
18886,[1941]
18915,[2596]
18916,[153]
18925,"[2079, 1504]"
18938,[2499]
18941,[2083]
18942,[2316]
18943,"[967, 1747, 226]"
18950,[1176]
18954,[3795]
18956,[3267]
18957,[2464]
18976,[1168]
18978,"[3142, 1442]"
18981,[3617]
18987,"[1122, 1722]"
19003,"[1290, 3045]"
19006,[1897]
19011,[3210]
19015,[1387]
19017,[1622]
19027,[366]
19044,[3373]
19072,"[2568, 2575]"
19078,[1043]
19079,"[2211, 788]"
19080,[987]
19083,[2415]
19088,"[219, 3687]"
19091,[3583]
19098,"[9439, 1472, 3386]"
19122,"[2461, 1919, 2850]"
19157,[1560]
19158,[2552]
19169,[3256]
19190,"[3148, 2246]"
19193,[2905]
19208,"[2048, 851]"
19209,[2359]
19210,[3881]
19224,"[2375, 1791]"
19233,[185]
19234,[3714]
19245,[764]
19252,[40]
19256,[209]
19259,[1627]
19277,"[548, 295, 3360, 935]"
19279,[4432]
19282,[3238]
19289,[2547]
19324,[5061]
19331,[3447]
19335,[3460]
19337,"[1994, 1399, 2219, 643]"
19339,[161]
19346,[8530]
19360,[431]
19375,[1880]
19380,"[283, 952]"
19388,[931]
19404,[428]
19406,[2051]
19411,[2099]
19415,[1446]
19419,[3794]
19424,[1312]
19447,[476]
19448,[7059]
19455,[685]
19468,[330]
19469,[2717]
19477,[1144]
19486,[6815]
19495,[2898]
19518,"[4232, 5388]"
19526,[3022]
19529,[3129]
19530,"[3169, 1656]"
19556,"[3231, 382]"
19574,"[2773, 821]"
19577,[1512]
19578,"[2295, 1120]"
19605,"[182, 623]"
19606,[3577]
19611,[1058]
19616,[2728]
19617,"[3790, 3945]"
19625,"[1787, 3649, 1245]"
19632,[3431]
19637,[2521]
19641,[3611]
19642,[1727]
19663,[1139]
19664,[395]
19680,[4432]
19681,[4765]
19700,"[2382, 123]"
19703,[2033]
19713,[1778]
19717,[410]
19723,[2183]
19737,"[1871, 3258]"
19738,[3071]
19741,[3776]
19743,[156]
19759,[1089]
19775,[1659]
19776,[133]
19791,[972]
19839,[1524]
19843,"[83, 3162]"
19860,[2684]
19870,[3119]
19873,[2891]
19875,[3557]
19876,[418]
19892,"[3938, 391]"
19894,"[1670, 2091]"
19901,[566]
19913,[3501]
19945,[1203]
20046,"[7394, 859]"
20060,"[1889, 1396]"
20078,[1689]
20090,[1028]
20124,[128]
20127,"[324, 2209, 1781, 2763]"
20130,"[4456, 4947]"
20140,"[9175, 2764, 3338, 895, 1741, 1226, 789, 2761, 881, 3565, 3808]"
20147,[7566]
20172,"[5871, 4076]"
20174,[692]
20183,[2903]
20204,[9711]
20215,[945]
20218,[7470]
20263,[218]
20272,[3168]
20288,[3366]
20289,[2261]
20300,[787]
20302,"[8559, 131]"
20324,"[3435, 3094]"
20351,[915]
20420,"[556, 2938, 3538]"
20421,"[3162, 9378, 1198]"
20427,[8559]
20434,[3076]
20438,"[592, 3227]"
20445,[3951]
20490,[2558]
20525,"[1240, 3301]"
20526,[2619]
20529,[3451]
20530,[3609]
20537,"[212, 797, 6875, 7260, 3744, 1023]"
20544,[2206]
20548,[2659]
20553,[2564]
20554,[689]
20559,"[1751, 2262]"
20561,[3019]
20563,"[3986, 3158]"
20564,[1574]
20571,[564]
20578,[239]
20580,[1756]
20583,[2731]
20584,[1361]
20593,[3534]
20600,[1193]
20608,"[1808, 509, 1466]"
20609,"[3465, 432]"
20631,"[1661, 116]"
20633,[3652]
20639,[968]
20640,[2137]
20643,[3955]
20644,"[1217, 1932, 3696, 3721, 3900]"
20645,[1544]
20647,[3819]
20664,[1575]
20665,"[225, 8616, 3349]"
20669,[2256]
20673,[1868]
20678,[2893]
20693,"[1980, 267]"
20725,[3592]
20736,"[858, 1564]"
20738,"[1889, 1396]"
20742,[4981]
20747,"[1525, 1186]"
20758,[880]
20759,"[3025, 765, 3640]"
20762,[2878]
20769,[1378]
20782,[719]
20794,[3115]
20800,[2779]
20802,"[3350, 16]"
20815,[3923]
20817,[2147]
20819,[3004]
20820,"[837, 2675]"
20821,[1631]
20847,[1245]
20850,"[3565, 895, 3338, 3512, 1226, 881, 789, 2761, 3808, 317, 355, 1042, 2764, 2925, 899, 9175, 1741]"
20861,"[1542, 1497]"
20874,"[1221, 273, 953, 26, 375]"
20891,"[2611, 2775]"
20898,[3993]
20902,[1973]
20909,"[854, 704]"
20914,[3491]
20925,[3072]
20932,"[1837, 2181, 847]"
20965,[2920]
20968,[2265]
20984,"[905, 8915]"
20986,[2450]
20988,[1700]
21005,"[1680, 1057]"
21008,[1649]
21010,[238]
21013,"[796, 3356]"
21014,"[2168, 5871, 6009, 4076]"
21015,[3756]
21016,"[2880, 2885, 815, 4661]"
21031,"[3565, 895, 789, 2761, 3338, 3808, 881, 355, 2764, 1226, 3512, 317, 1741, 1042, 2925, 9175, 899]"
21039,"[759, 2259]"
21042,[3548]
21057,"[3893, 805]"
21062,[2860]
21066,[200]
21070,[2945]
21077,[3185]
21084,[1037]
21088,[2425]
21103,[7764]
21121,[3146]
21122,[2060]
21127,[887]
21128,[2116]
21152,[3609]
21156,[2800]
21161,[2050]
21162,[3076]
21168,"[249, 3131]"
21180,"[823, 3678, 861]"
21185,[1804]
21193,[3588]
21194,"[1861, 8937]"
21208,[3347]
21209,"[1578, 2913]"
21210,[7377]
21239,[3858]
21254,[2982]
21268,[1933]
21271,[2732]
21275,[2813]
21277,"[8199, 6824]"
21300,"[3283, 2915]"
21301,[2485]
21305,[3466]
21308,"[2966, 3925, 240]"
21325,"[1105, 2492]"
21328,[3015]
21357,"[3550, 3948, 1322]"
21359,[832]
21362,[405]
21377,[1615]
21378,[3647]
21382,[1621]
21385,[2667]
21405,[785]
21427,[1485]
21429,"[430, 1421]"
21430,[2606]
21439,[725]
21440,"[1415, 2330, 1796, 8993, 3650]"
21447,[1855]
21473,"[1974, 3883, 542]"
21499,[2939]
21511,"[3684, 3201, 4384]"
21517,[874]
21519,[3851]
21520,[3449]
21546,[3154]
21550,"[706, 305]"
21551,[3562]
21552,[211]
21576,[33]
21580,[2436]
21588,[1394]
21602,[3053]
21623,[1780]
21627,[64]
21629,[3919]
21636,[3036]
21656,[2730]
21659,"[2612, 1220]"
21661,"[2081, 1356]"
21665,"[8142, 9419]"
21673,[733]
21693,"[1432, 1769]"
21703,[604]
21706,"[152, 3352]"
21716,"[2803, 579]"
21718,[380]
21736,"[3320, 1215]"
21740,[1501]
21742,"[9439, 1472]"
21755,"[1396, 1889]"
21767,[3658]
21769,[3099]
21770,[3545]
21776,"[1976, 402]"
21790,[3980]
21791,[3727]
21793,[1912]
21799,[3166]
21813,[187]
21815,[1844]
21818,[2488]
21860,[3822]
21865,[4391]
21878,"[1436, 2830]"
21880,[2484]
21885,[2741]
21903,"[2871, 1427]"
21904,[1266]
21914,"[3041, 1607]"
21923,[22]
21955,[2563]
21964,[3882]
21973,[2733]
21974,[1106]
21975,[1894]
21986,[7]
21989,"[4150, 7245, 4573]"
22004,[3758]
22011,"[2459, 1490, 1717]"
22020,"[817, 1510]"
22027,[3649]
22047,[3773]
22054,"[1245, 98, 2887, 3801, 3649]"
22056,"[1931, 7866]"
22062,[3236]
22080,[9129]
22082,[3539]
22096,[3068]
22101,[939]
22121,[1821]
22128,[3249]
22149,[3644]
22151,[563]
22153,"[1940, 2413, 198]"
22183,[68]
22190,[2554]
22191,"[3398, 1920]"
22208,[1055]
22215,[1983]
22234,"[434, 2171]"
22280,[3043]
22289,[2949]
22311,[165]
22314,[1616]
22316,[223]
22321,[1068]
22339,[3144]
22346,[946]
22351,"[6261, 7212]"
22373,[3768]
22383,"[2727, 1792, 2245]"
22397,"[1738, 9977]"
22403,[36]
22411,[3944]
22413,[1288]
22438,[1549]
22441,[3762]
22444,[2164]
22459,"[1072, 1006, 2174, 485, 1202]"
22469,[1663]
22487,[567]
22489,[3028]
22491,[983]
22493,[2643]
22494,[3926]
22495,[3155]
22521,"[1584, 3201, 3684, 2338, 4384]"
22527,[1158]
22538,[3397]
22614,[3821]
22623,[1283]
22626,[1346]
22627,[912]
22680,[3359]
22693,[792]
22713,"[2687, 3975, 794]"
22732,[2703]
22759,[1213]
22783,[2352]
22798,[3649]
22801,"[2253, 1540]"
22802,"[2347, 5120, 4395, 6521]"
22810,[1975]
22813,"[2053, 1590]"
22818,[2657]
22836,[884]
22843,"[306, 1944, 1744]"
22847,[3433]
22865,[146]
22869,[3855]
22877,"[1738, 9977]"
22893,"[3141, 1550]"
22894,[309]
22898,[1923]
22918,"[555, 1090]"
22923,[3712]
22938,[628]
22946,[844]
22950,[3]
22974,[3272]
22983,"[2293, 2200]"
22993,[3517]
23004,"[1405, 2548]"
23005,[1882]
23052,"[799, 1536]"
23063,[1784]
23071,"[576, 827, 954, 1454]"
23074,[3006]
23077,"[1757, 738]"
23086,[288]
23092,[193]
23095,[3328]
23097,"[1170, 2047]"
23101,[3481]
23104,"[1281, 3620]"
23108,[3958]
23109,[1143]
23112,[2863]
23114,[6106]
23122,[155]
23123,[1738]
23125,"[9439, 1472, 3386]"
23131,"[2035, 3454]"
23135,"[1157, 287]"
23153,[3603]
23176,[73]
23206,"[1716, 800]"
23221,[2881]
23223,[3632]
23224,"[1077, 7059]"
23228,"[3818, 2279]"
23235,"[2111, 3860]"
23236,[522]
23246,[2753]
23247,[392]
23248,"[1597, 681]"
23255,[840]
23259,"[163, 3273]"
23290,"[2281, 657, 1447, 2987]"
23304,"[789, 2761, 3808, 355, 2764, 2500, 1637, 3338, 1226, 3565, 895, 881, 3512, 1741, 1042, 2925, 899, 317, 9175]"
23307,[339]
23308,[3066]
23314,"[353, 652]"
23323,[3960]
23333,"[732, 1462]"
23354,[4054]
23362,"[2660, 217]"
23369,[328]
23379,[1161]
23385,[733]
23387,"[3989, 3563, 489]"
23400,"[1472, 9439]"
23409,"[3201, 3684, 4384]"
23413,[3910]
23425,[4717]
23432,"[571, 2698]"
23433,[1848]
23440,[6106]
23442,"[1042, 899, 2925, 881, 3808, 2731, 317, 2764, 355, 789, 3512, 1741, 2761, 3565, 7379, 9175, 1226, 3338, 3538, 2938, 895]"
23449,[9943]
23451,"[1075, 2940]"
23489,[1765]
23513,[182]
23533,"[5878, 369]"
23536,"[1396, 1889]"
23538,[4717]
23539,[2006]
23543,"[61, 294]"
23554,"[3760, 1570]"
23566,[3073]
23591,[4796]
23620,"[2469, 3255]"
23622,[1643]
23654,[9542]
23732,[1687]
23737,[3719]
23739,"[2254, 3176]"
23748,"[131, 8559]"
23803,[2809]
23816,"[9175, 2761, 1042, 3338, 881, 1741, 1226, 2764, 355, 789, 3808, 7379, 3512, 3565, 895]"
23821,[9072]
23840,"[70, 1494]"
23860,[2958]
23867,"[441, 338, 4717]"
23926,"[6009, 2168]"
24059,[4432]
24068,"[4573, 4150, 3461]"
24178,"[3201, 3684]"
24345,[3361]
24359,[292]
24361,[3257]
24368,[2134]
24376,"[3930, 767]"
24403,[1348]
24441,"[1799, 2641]"
24455,[2342]
24470,[1831]
24472,[3209]
24474,[3264]
24507,"[2274, 3461, 7245]"
24518,[1906]
24613,[2971]
24620,"[5543, 6348, 7634]"
24668,[819]
24714,[2087]
24762,[2474]
24784,[1831]
24788,"[2288, 2327, 1114]"
24794,[2289]
24809,[2318]
24844,[3416]
24854,"[1721, 3734]"
24911,"[141, 1319]"
24916,[4717]
24952,[1850]
24956,[803]
24961,[2073]
24979,[1406]
24984,[603]
24988,[3590]
25011,"[1625, 3145]"
25022,[801]
25025,[2508]
25027,[409]
25029,"[1076, 109]"
25039,[2988]
25064,[3414]
25074,[3076]
25075,[3987]
25096,"[1595, 3828]"
25112,"[1736, 866]"
25123,[1893]
25130,[3934]
25160,[2541]
25193,[2941]
25201,[1029]
25212,[2869]
25219,"[1396, 1889]"
25223,[619]
25237,[1393]
25245,[3868]
25247,[1543]
25254,"[4573, 7245, 4150]"
25277,"[1171, 1889, 1396]"
25279,[3147]
25282,"[1038, 2791]"
25288,[3389]
25304,[2312]
25307,[2522]
25315,[2806]
